""	"SYM"	"Algorithm"	"ProofType"	"PercVolume"	"ClassVolume"	"PercMKCaP"	"ClassMKCaP"	"ClassVolumeUSD"	"ClassRet"	"ClassRisk"	"DecVolumeUSD"	"DecRet"	"DecRisk"	"ClassSharpeR"	"ClassBeta"	"DecAge"	"Kmeans"	"HistDAWass"	"TADPole"	"Combi"
"1445"	"TIME"	"N/A"	"N/A"	"P90"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D7"	"D6"	"D5"	"ERP"	"Indexlike"	"D10"	3	3	3	3
"1446"	"TIPS"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"High"	"Average"	"D10"	"D9"	"D6"	"SRF"	"LowVol"	"D7"	2	3	3	1
"1447"	"TIT"	"PHI1612"	"PoS"	"P70"	"BC"	"P80"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"SRF"	"NegBeta"	"D5"	3	1	2	6
"1448"	"TIX"	"N/A"	"N/A"	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D5"	"SRF"	"HighVol"	"D10"	2	3	3	1
"1449"	"TKN"	"N/A"	"N/A"	"P70"	"BC"	"P90"	"BC"	"Average"	"Average"	"Average"	"D4"	"D7"	"D6"	"SRF"	"LowVol"	"D6"	2	3	3	1
"1450"	"TKN*"	NA	NA	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Average"	"D4"	"D5"	"D8"	"ERP"	"LowVol"	"D4"	3	1	2	6
"1451"	"TKR"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D8"	"D4"	"D10"	"ERP"	"HighVol"	"D9"	3	1	2	6
"1452"	"TKS"	"N/A"	"PoS"	"P90"	"BC"	"P99"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D5"	"ERP"	"Indexlike"	"D10"	3	3	2	4
"1453"	"TMC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D4"	2	3	2	2
"1454"	"TME"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"1455"	"TNT"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D4"	"D6"	"ERP"	"HighVol"	"D10"	3	3	2	4
"1456"	"TOA"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D4"	"D4"	"D9"	"SRF"	"LowVol"	"D4"	3	1	2	6
"1457"	"TODAY"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D9"	"D5"	"D6"	"SRF"	"LowVol"	"D9"	3	3	3	3
"1458"	"TOK"	"Scrypt"	"PoW"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D6"	"SRF"	"LowVol"	"D9"	3	3	3	3
"1459"	"TOKC"	"X13"	"PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"High"	"High"	"D9"	"D10"	"D10"	"SRF"	"HighVol"	"D8"	2	1	3	8
"1460"	"TOM"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Average"	"D4"	"D4"	"D5"	"ERP"	"LowVol"	"D4"	3	3	3	3
"1461"	"TOR"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D4"	2	2	3	9
"1462"	"TOT"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D8"	"D6"	"D10"	"SRF"	"LowVol"	"D5"	3	1	2	6
"1463"	"TPG"	"PoS"	"N/A"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D9"	"D6"	"D8"	"ERP"	"LowVol"	"D9"	2	3	2	2
"1464"	"TRA"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Average"	"D4"	"D10"	"D7"	"SRF"	"NegBeta"	"D4"	2	3	2	2
"1465"	"TRC"	"SHA256"	"PoW"	"P70"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D4"	"D5"	"D8"	"SRF"	"LowVol"	"D5"	3	1	2	6
"1466"	"TRCT"	"N/A"	"N/A"	"P80"	"BC"	"P80"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D8"	"SRF"	"LowVol"	"D10"	3	3	2	4
"1467"	"TREE"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D4"	2	2	3	9
"1468"	"TRI"	"X13"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D5"	"D4"	"D7"	"SRF"	"HighVol"	"D10"	3	3	2	4
"1469"	"TRIA"	"N/A"	"N/A"	"P70"	"BC"	"P80"	"BC"	"Average"	"Low"	"High"	"D4"	"D4"	"D10"	"ERP"	"NegBeta"	"D6"	3	4	2	12
"1470"	"TRICK"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D5"	"D10"	"ERP"	"NegBeta"	"D4"	3	1	3	5
"1471"	"TRIG"	"N/A"	"N/A"	"P99"	"BC"	"P90"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D6"	"SRF"	"HighVol"	"D10"	3	3	2	4
"1472"	"TRK"	"X11"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D9"	"D8"	"D7"	"SRF"	"LowVol"	"D10"	2	3	3	1
"1473"	"TROLL"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D8"	"D6"	"SRF"	"Indexlike"	"D10"	2	3	2	2
"1474"	"TRST"	"N/A"	"N/A"	"P70"	"BC"	"P80"	"BC"	"Average"	"Low"	"Average"	"D5"	"D4"	"D7"	"ERP"	"LowVol"	"D7"	3	3	2	4
"1475"	"TRUMP"	"Blake"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D7"	"D10"	"SRF"	"HighVol"	"D8"	2	1	2	7
"1476"	"TRUST"	"X11"	"PoW/PoS"	"P90"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D9"	"D4"	"D5"	"SRF"	"Indexlike"	"D10"	3	3	2	4
"1477"	"TRV"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D4"	"D4"	"D9"	"SRF"	"LowVol"	"D4"	3	4	3	13
"1478"	"TRX"	"N/A"	"DPoS"	"P99"	"BC"	"P100"	"BC"	"High"	"High"	"Average"	"D10"	"D10"	"D5"	"SRF"	"HighVol"	"D10"	2	3	3	1
"1479"	"TSC"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D9"	"D4"	"D7"	"ERP"	"LowVol"	"D7"	3	1	3	5
"1480"	"TSE"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D7"	"D4"	"D10"	"ERP"	"LowVol"	"D5"	3	1	2	6
"1481"	"TTC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D8"	"D5"	"D10"	"ERP"	"LowVol"	"D7"	3	1	3	5
"1482"	"TUBE"	"CryptoNight"	"PoW"	"P90"	"BC"	"P80"	"BC"	"High"	"Average"	"Low"	"D10"	"D7"	"D4"	"SRF"	"LowVol"	"D7"	2	3	2	2
"1483"	"TUR"	"N/A"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D4"	"D9"	"D8"	"ERP"	"LowVol"	"D6"	2	3	3	1
"1484"	"TWIST"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Low"	"High"	"D4"	"D4"	"D10"	"SRF"	"LowVol"	"D4"	3	1	2	6
"1485"	"TWLV"	"T-Inside"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1486"	"TX"	"X11"	"PoW/PoS"	"P99"	"BC"	"P80"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D5"	"SRF"	"Indexlike"	"D10"	3	3	2	4
"1487"	"TZC"	"NeoScrypt"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D9"	"D4"	"D5"	"SRF"	"LowVol"	"D10"	3	3	2	4
"1488"	"U"	"X11"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D4"	"D10"	"D10"	"SRF"	"NegBeta"	"D5"	2	2	2	10
"1489"	"UBC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"1490"	"UBIQ"	"Progressive-n"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D9"	"D7"	"D6"	"SRF"	"LowVol"	"D9"	2	3	2	2
"1491"	"UBQ"	"Dagger-Hashimoto"	"PoW"	"P99"	"BC"	"P90"	"BC"	"High"	"Low"	"Low"	"D10"	"D4"	"D4"	"SRF"	"HighVol"	"D10"	3	3	3	3
"1492"	"UBTC"	"SHA-256"	"PoW"	"P90"	"BC"	"P99"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D7"	"SRF"	"LowVol"	"D9"	3	3	2	4
"1493"	"UET"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D9"	"D6"	"D7"	"SRF"	"HighVol"	"D10"	3	3	3	3
"1494"	"UETL"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D4"	"D9"	"D4"	"SRF"	"HighVol"	"D4"	2	3	2	2
"1495"	"UFO"	"NeoScrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D10"	2	3	3	1
"1496"	"UIS"	"Multiple"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D4"	"D5"	"D9"	"SRF"	"NegBeta"	"D4"	3	1	3	5
"1497"	"UKG"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D5"	"SRF"	"HighVol"	"D9"	3	3	2	4
"1498"	"UMC"	"N/A"	"N/A"	"P70"	"BC"	"P90"	"BC"	"Low"	"High"	"Average"	"D4"	"D10"	"D7"	"SRF"	"LowVol"	"D4"	2	1	3	8
"1499"	"UMO"	"Blake"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D7"	"D7"	"D6"	"SRF"	"LowVol"	"D10"	2	3	3	1
"1500"	"UNAT"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"1501"	"UNB"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1502"	"UNC"	"X11"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1503"	"UNF"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D8"	"D8"	"D7"	"SRF"	"LowVol"	"D7"	2	3	2	2
"1504"	"UNI"	"Scrypt"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D5"	"D4"	"D9"	"SRF"	"LowVol"	"D8"	3	1	3	5
"1505"	"UNIFY"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D5"	"D4"	"D9"	"SRF"	"Indexlike"	"D6"	3	1	3	5
"1506"	"UNIQ"	"SHA256D"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D7"	2	3	3	1
"1507"	"UNIT"	"SHA-256"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D5"	"D8"	"SRF"	"HighVol"	"D8"	3	3	3	3
"1508"	"UNITS"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D4"	"D4"	"D10"	"ERP"	"NegBeta"	"D5"	3	1	3	5
"1509"	"UNITY"	"N/A"	"N/A"	"P70"	"BC"	"P90"	"BC"	"Low"	"High"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D10"	2	3	2	2
"1510"	"UNO"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Average"	"D4"	"D10"	"D7"	"SRF"	"LowVol"	"D5"	2	3	2	2
"1511"	"UNRC"	"SHA256"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D9"	"D5"	"D8"	"SRF"	"LowVol"	"D8"	3	3	3	3
"1512"	"UQC"	"N/A"	"N/A"	"P90"	"BC"	"P80"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D8"	"SRF"	"HighVol"	"D9"	3	1	2	6
"1513"	"UR"	"Dagger"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D9"	"D5"	"D6"	"ERP"	"Indexlike"	"D9"	3	3	2	4
"1514"	"URO"	"X11"	"PoW"	"P70"	"BC"	"P80"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	3	2	2
"1515"	"USC"	"SHA256"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D8"	"D9"	"ERP"	"NegBeta"	"D6"	2	1	2	7
"1516"	"USDE"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D8"	"D7"	"D8"	"SRF"	"Indexlike"	"D8"	2	3	2	2
"1517"	"USDT"	"N/A"	"N/A"	"P99"	"BC"	"P100"	"BC"	"High"	"High"	"Low"	"D10"	"D10"	"D4"	"SRF"	"CashLike"	"D10"	2	3	2	2
"1518"	"UTC"	"Scrypt"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D9"	"D4"	"D6"	"ERP"	"LowVol"	"D10"	3	3	3	3
"1519"	"UTH"	"Dagger"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"ERP"	"LowVol"	"D4"	2	3	2	2
"1520"	"UTIL"	"X13"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D4"	2	3	2	2
"1521"	"UTT"	"N/A"	"N/A"	"P80"	"BC"	"P99"	"BC"	"Average"	"Average"	"Average"	"D7"	"D7"	"D6"	"SRF"	"LowVol"	"D9"	2	3	3	1
"1522"	"VAL"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D9"	"SRF"	"LowVol"	"D9"	3	1	3	5
"1523"	"VAPOR"	"SHA256"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D7"	"D6"	"SRF"	"LowVol"	"D7"	2	3	3	1
"1524"	"VDO"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D4"	2	3	2	2
"1525"	"VEC2"	"Dagger-Hashimoto"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D7"	"SRF"	"HighVol"	"D10"	3	3	3	3
"1526"	"VEG"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D6"	"D4"	"D10"	"SRF"	"LowVol"	"D4"	3	1	3	5
"1527"	"VERSA"	"N/A"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1528"	"VET"	"VeChainThor Authority"	"Proof of Authority"	"P90"	"BC"	"P99"	"BC"	"High"	"Low"	"High"	"D9"	"D4"	"D10"	"SRF"	"LowVol"	"D9"	3	1	3	5
"1529"	"VIA"	"Scrypt"	"PoW"	"P99"	"BC"	"P70"	"BC"	"High"	"Average"	"Low"	"D10"	"D5"	"D4"	"SRF"	"Indexlike"	"D10"	3	3	3	3
"1530"	"VIB"	"N/A"	"N/A"	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D5"	"SRF"	"HighVol"	"D10"	3	3	3	3
"1531"	"VIBE"	"N/A"	"N/A"	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D7"	"D7"	"ERP"	"HighVol"	"D10"	2	3	2	2
"1532"	"VIDZ"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D7"	"D5"	"D9"	"ERP"	"LowVol"	"D6"	3	1	2	6
"1533"	"VIOR"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D9"	2	3	2	2
"1534"	"VIP"	"NIST5"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D6"	"D4"	"D10"	"ERP"	"NegBeta"	"D5"	3	1	2	6
"1535"	"VIRAL"	"Scrypt"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1536"	"VISIO"	"X13"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D6"	"D4"	"D10"	"SRF"	"LowVol"	"D5"	3	1	3	5
"1537"	"VIVO"	"NeoScrypt"	"PoW"	"P90"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D6"	"SRF"	"LowVol"	"D10"	3	3	3	3
"1538"	"VLT"	"N/A"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D5"	"D4"	"D7"	"SRF"	"LowVol"	"D10"	3	3	3	3
"1539"	"VLTC"	"X11"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1540"	"VMC"	"Scrypt-n"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D6"	2	3	3	1
"1541"	"VOISE"	"N/A"	"N/A"	"P70"	"BC"	"P80"	"BC"	"Average"	"Low"	"High"	"D7"	"D4"	"D10"	"SRF"	"HighVol"	"D8"	3	1	2	6
"1542"	"VOL"	"N/A"	"N/A"	"P70"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D6"	"D8"	"D7"	"SRF"	"Indexlike"	"D7"	2	3	3	1
"1543"	"VOLT"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D7"	"D6"	"D10"	"SRF"	"LowVol"	"D6"	3	1	2	6
"1544"	"VOOT"	"X11"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"1545"	"VOYA"	"N/A"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D4"	"D7"	"D5"	"SRF"	"LowVol"	"D9"	2	3	3	1
"1546"	"VPRC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D9"	"SRF"	"LowVol"	"D8"	3	1	3	5
"1547"	"VRC"	"Scrypt"	"PoST"	"P99"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D5"	"SRF"	"HighVol"	"D10"	3	3	3	3
"1548"	"VRM"	"N/A"	"PoWT"	"P90"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D7"	"D4"	"D5"	"SRF"	"HighVol"	"D10"	3	3	3	3
"1549"	"VRP*"	NA	NA	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D9"	"SRF"	"HighVol"	"D6"	3	1	3	5
"1550"	"VRS"	"N/A"	"N/A"	"P80"	"BC"	"P70"	"BC"	"High"	"High"	"High"	"D10"	"D10"	"D10"	"SRF"	"HighVol"	"D10"	2	4	2	15
"1551"	"VSL"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D8"	"ERP"	"LowVol"	"D10"	3	3	2	4
"1552"	"VSX"	"X13"	"PoW/PoS"	"P70"	"BC"	"P99"	"BC"	"Low"	"High"	"Average"	"D4"	"D10"	"D8"	"ERP"	"NegBeta"	"D4"	2	3	3	1
"1553"	"VTA"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D6"	2	2	3	9
"1554"	"VTC"	"Lyra2REv2"	"PoW"	"P99"	"BC"	"P99"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D4"	"ERP"	"HighVol"	"D10"	3	3	2	4
"1555"	"VTL"	"Lyra2Z"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"High"	"High"	"D10"	"D9"	"D10"	"SRF"	"LowVol"	"D7"	2	1	3	8
"1556"	"VTN"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D5"	"D10"	"D10"	"SRF"	"HighVol"	"D4"	3	2	3	11
"1557"	"VTR"	"Scrypt"	"PoW/PoS"	"P90"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D8"	"D5"	"D5"	"SRF"	"LowVol"	"D10"	3	3	3	3
"1558"	"VTX"	"SHA256"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D6"	"D6"	"D9"	"SRF"	"LowVol"	"D5"	3	1	3	5
"1559"	"VTY"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D9"	"D4"	"D9"	"SRF"	"NegBeta"	"D5"	3	1	2	6
"1560"	"VUC"	"NIST5"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D6"	"D4"	"D9"	"ERP"	"NegBeta"	"D5"	3	1	3	5
"1561"	"WABI"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D5"	"ERP"	"HighVol"	"D9"	3	3	3	3
"1562"	"WAND"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D7"	"D4"	"D10"	"SRF"	"NegBeta"	"D7"	1	5	3	18
"1563"	"WARP"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Average"	"D4"	"D10"	"D6"	"ERP"	"LowVol"	"D4"	2	1	3	8
"1564"	"WASH"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D8"	"D4"	"D10"	"ERP"	"NegBeta"	"D6"	3	1	2	6
"1565"	"WAVES"	"Leased POS"	"LPoS"	"P90"	"BC"	"P100"	"BC"	"Average"	"Average"	"Low"	"D7"	"D7"	"D4"	"Acc"	"LowVol"	"D10"	2	3	2	2
"1566"	"WAY"	"X11"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D6"	"D9"	"D6"	"Acc"	"LowVol"	"D8"	2	3	2	2
"1567"	"WBB"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D4"	"D6"	"D10"	"ERP"	"LowVol"	"D6"	3	1	3	5
"1568"	"WBTC*"	NA	NA	"P70"	"BC"	"P100"	"AC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D4"	2	3	2	2
"1569"	"WC"	"Scrypt"	"PoW/PoS"	"P90"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D5"	"ERP"	"LowVol"	"D9"	3	3	3	3
"1570"	"WCT"	"N/A"	"N/A"	"P80"	"BC"	"P90"	"BC"	"Average"	"Average"	"Average"	"D7"	"D7"	"D6"	"SRF"	"LowVol"	"D10"	2	3	3	1
"1571"	"WDC"	"Scrypt"	"PoW"	"P80"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D9"	"D7"	"D6"	"ERP"	"LowVol"	"D10"	2	3	1	19
"1572"	"WEALTH"	"DPoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D7"	2	3	3	1
"1573"	"WEX"	"N/A"	"PoS"	"P70"	"BC"	"P99"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D5"	2	2	3	9
"1574"	"WGC"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1575"	"WGO"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D7"	"D4"	"D10"	"SRF"	"LowVol"	"D10"	3	1	3	5
"1576"	"WGR"	"PoS"	"N/A"	"P70"	"BC"	"P99"	"BC"	"Average"	"Average"	"Average"	"D6"	"D6"	"D8"	"SRF"	"LowVol"	"D8"	3	1	3	5
"1577"	"WHO"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"High"	"Low"	"High"	"D9"	"D4"	"D10"	"SRF"	"LowVol"	"D6"	3	1	2	6
"1578"	"WIC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D6"	"D4"	"D10"	"ERP"	"HighVol"	"D5"	3	1	3	5
"1579"	"WILD"	"N/A"	"N/A"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D7"	"ERP"	"HighVol"	"D10"	3	3	2	4
"1580"	"WINE"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D8"	"D10"	"D10"	"ERP"	"LowVol"	"D6"	2	1	2	7
"1581"	"WINGS"	"N/A"	"N/A"	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D4"	"D4"	"ERP"	"HighVol"	"D10"	3	3	2	4
